Headline,Label
Kazuo Ishiguro keeps calm amid Nobel Prize frenzy,1
"Apollo 17 and the mystery of the last moon landing, why haven’t we returned",0
All 3 Billion Yahoo Accounts Were Affected by 2013 Attack,1
"Man Finds Note In SF Airport, You Won’t Believe What Was Inside",0
"Waiver Worthy: Week 4: Wendell Smallwood, Sterling Shepard, Duke Johnson & More",0
"Smart Devices are Listening to (and Saving) Everything You Say, Here’s How to Stop It",0
The Ditch List: Week 4 Fallout: Breaking Down Four Players It May Be Time To Cut Bait On,0
Brazil's congress sets up fund to cover lack of campaign finance,1
The Walking Dead Season 8: Season Premiere [sneak peak],0
Iceland Becomes Smallest Nation to Qualify for World Cup,1
Worst Roller Coaster Accidents Caught On Video,0
Giant Glowing Spiral Shocks Residents In Russia,0
Avid Hunter Don Jr. On Gun Silencers: ‘It's Just A Great Instrument’,0
Trump says 'very important' NFL players stand for anthem Sunday,0
Seeing India Through a Contemporary Lens,1
Chicago Cubs clinch NL Central Division Title,0
Harvey Weinstein Draws Sharp Attacks From Late-Night Hosts,1
Terry Crews on why sexual assault survivors don't come forward,1
"Documenting Sports With Tech, or It Didn’t Happen",1
Teacher Told Students They Were ‘Too Dark-Skinned’ To Play Lincoln,0
"Diamondbacks take WILD N.L. Wild-Card Game, Will Face Dodgers Next",0
Chinese Police Orders Uyghur Muslims To Hand In The Holy Quran,0
Catalonia Independence Fight Produces Some Odd Bedfellows,1
Wildfire victim: We had 5 minutes to evacuate,1
Israeli spies 'watched Russian agents breach Kaspersky software',1
Top Democrat questions Kellyanne Conway's air travel,1
Are the Niners Ready to Turn the Corner? Only Time Will Tell,0
Thursday Morning Briefing,1
Bar Owner Doesn't Think 'Lynch Kaepernick' Doormat Is Racist. Really?,0
"Russia, China call for restraint after Trump comment on North Korea",1
Explosive Lawsuit Shows Saudi Arabia Funded a “Dry Run” for 9,0
Google Clips Automatically Identifies Everyone Including Your Pets,0
Trump’s Kids Allegedly Used Political Clout To Get Fraud Case Dropped,0
Kushner’s Lawyer Is So Smart He Emailed A Senate Letter To A Prankster,0
"9/30 Expo Park-Forbes Field Era: Temple Cup, '08 Race, Mo Bros, Kiner Wallops, Herman Deal, K Mart",0
New York Police Operation Ends Side Career of Mickey D’s Night Manager,0
"Rohingya, Harvey Weinstein, South Korea: Your Thursday Briefing",1
Students skate 352 miles during Chinese holiday week,1
Ellen DeGeneres Says She Will Never Host President Trump On Her Show,0
Emerging market tech stock boom gives fund managers a headache,1
"Spain, Harvey Weinstein, Donald Trump: Your Thursday Briefing",1
Caitlyn Jenner confronts Jimmy Kimmel for making fun of her plan to pick OJ up from prison,0
What’s on TV Monday: ‘The Islands and the Whales’ and ‘Valor’,1
"Trump continues NBC threats, says 'licenses must be challenged'",1
"Over $971,000 spent on non-commercial air travel for Obama administration Interior secretaries",1
Puckin Hostile ShoutcastEpisode 91,0
Macron's public sector reforms spark nationwide strikes,1
Save The Children - A.F. Branco Cartoon,0
Ravens @ Raiders - Thursday,0
Yemenis See Turning Point After Ousting Qaeda Militants in South,1
Mac’s “Scraps” Continue to Impress,0
"10/3 Happenings: HBD Cap, Johnny, Dog, Tomato, Ismael, Wil & Alex; Frankie & Gene Hired; Clarke Retires",0
Aung San Suu Kyi Stripped Of Oxford Honor Amid Ethnic Cleansing Claims,0
"10/5 Expo Park-Forbes Field: Bucs Win '60 Opener, Lose '27; Pud's 300; HBD Claude, Felix & Sarge; Grays Win WS",0
Cam Newton Tweets Out Apology Video After Laughing at Female Reporter,0
Turkish PM says Idlib operation aims to prevent migrant wave from Syria,1
"Catalonia, Turkey, North Korea: Your Wednesday Briefing",1
Something Huge From Deep Space Is Coming To Earth And It Will Be Closer Than The Distance Between New York & Tokyo,0
Credit Agency Equifax Threatened To Pay Up In Bitcoin Or Else,0
Kobe Steel CEO says data-cheating may have spread beyond Japan as government orders probe,1
Kenyan opposition leader withdraws from repeat presidential poll,1
Trump: I have different attitude on NK,1
Sticker Proclaiming ‘KKK Wants You’ Found At A Portland High School,0
Japan transport ministry finds flawed procedures at five Nissan plants,1
Michigan State Spartans Break Arch-Rival Wolverines’ Hearts With HUGE Road Win,0
Bucs Finish Up Homestand on Winning Note 5-3,0
The week in 35 photos,1
Business leaders say no NAFTA better than bad deal,1
Qualcomm offers EU concessions over $38 billion NXP takeover bid,1
"Category 6? If Hurricane Irma Becomes The Strongest Hurricane In History, It Could Wipe Entire Cities Off The Map",0
President Trump focuses anti-media ire on NBC after Tillerson 'moron' report,1
This High School Is Threatening To Ban Players Who Kneel During Anthem,0
2017 Fantasy Football Quarterback Rankings - Week 5,0
China's secret aid empire uncovered,1
Disney's Tiffany Thornton defends remarrying two years after husband died,1
What if Platforms Like Facebook Are Too Big to Regulate?,1
Steven Tyler denies having heart attack,1
New Video Emerges Raising Questions of Overlapping Gunfire at Las Vegas Concert,0
Showtime's Websites Hijacked Visitor's CPU Power To Mine Cryptocurrency,0
Fire survivor: 'I don't have any neighbours any more',1
USS Indianapolis discovery: War hero and family reunite,1
OPEC says to reconvene meeting with U.S. on deal to cut oil output,1
"Man Accused To Smuggling Drugs Inside His Dog, How It Got There Will Shock You!",0
Will Japan win the flying car race?,1
Exclusive: U.S. warship sails near islands Beijing claims in South China Sea - U.S. officials,1
Mexico quake leaves thousands stranded without a home,1
"Fiscal test: As India's smaller firms struggle, Modi faces stimulus dilemma",1
Kushner’s Lawyer Is So Smart He Emailed A Senate Letter To A Prankster,0
"Nationals Stage a Late Comeback, Perhaps Exorcising Postseason Demons",1
Let It Burn? Usher Cut a $1.1 MILLION Check to a Woman He Infected with Herpes [Court Documents Added],0
U.S. still seeking explanation for arrest of staff in Turkey: ambassador,1
Chicago Cubs accomplish rare franchise feat with NL Central win,0
"10/9: HBD Bob Moose,Cricket, Starling & Six More; RIP Tiger & Moose; Danny Hired; Hans Title",0
"9/27 TRS-PNC Era: Bucs Clinch In '70 & '92, HBD Pedro & Vin, Giles Goes Wild, Game Stories",0
"Post-Vegas, Conway blames Obama's ATF",1
MLB Post Season Monday: Who’s Playing and Where to Watch,0
Sheriff Won’t Charge The Teens Who Talked About Lynching A Student,0
Germany: 'No evidence' Kaspersky software used by Russians for hacks,1
Trump Successfully Introduced Nepotism Into The White House,0
Asian American rapper's startling comeback,1
CBS reporter: I didn't talk to Kaepernick about kneeling,1
"Wake Up America, It’s Time To Repeal The Second Amendment",0
"Hoping to Have Trump Cleared, Legal Team Eases Resistance to Inquiry",1
Man To Howard University Students: ‘It’s Not Murder If They’re Black’,0
Player To Monitor: Will Teoscar Hernandez Emerge As A Viable Fantasy Option?,0
"Young Dread, One of the Most Followed Artists, Has Released His New Album",0
Lambeau Field has become a House of Horrors for the Chicago Bears,0
US Seeks to Monopolize Cyberwarfare,0
Jets Beat Dolphins; NY Jets Podcast,0
President of Brazilian Olympic Committee arrested,1
"10 Important Stories From 09/28/17 Box Scores: Is Pham For Real, The Outlook For E. Rodriguez & More",0
Jared Kushner Has Been Reportedly Voting As A Woman For 8 Years,0
Paul Ryan Is The Last Person To Blame Mass Shootings On Mental Illness,0
"'Blade Runner 2049' has great ambition, some glitches",1
Russians in Silicon Valley Can’t Shake Hacking’s Shadow,1
Trump Bemoans ‘Little Appreciation’ As San Juan Mayor Begs For Water,0
American Woman and Family Held for 5 Years in Afghanistan Freed From Militants,1
Report: Bannon said Trump has 30% chance of completing full term,1
Stephen Paddock: What we know about the Las Vegas gunman,1
Trump nominee defends move to void gay worker protections,1
"OPEC again raises demand forecast for its oil, points to 2018 deficit",1
Dave Doeren has finally gotten that signature win,0
Equifax Exposed: Major Breach of Data from Major Credit Bureau,0
Passing Game Film Review - McFrown - Week 3 (Dolphins),0
Iceland 2-0 Kosovo,1
"10 Important Stories From 09/24/17 Box Scores: Devers Delivering, Anderson/Giolito Are Regression Risks & More",0
"Fires kill couple married for 75 years, leave 250+ missing",1
"Chicago Based Rock Band Introduce Us To ""The Lost Art OF Empathy""",0
Two U.S. B-1 bombers conduct training mission in vicinity of Sea of Japan,1
This High School Is Threatening To Ban Players Who Kneel During Anthem,0
2017 Fantasy Football Team Defense Rankings - Week 5,0
Las Vegas Shooting From 64th Floor of Mandalay Bay (Video),0
Will A Strong Finish/Postseason Keep Kris Bryant As A 2018 1st Round Pick?,0
The U.S. Government Is Suing People For Requesting Public Records,0
NSFW Vegas Shooting Victims – Graphic and Gore,0
2017 Fantasy Football Team Defense Rankings - Week 4,0
Brandon Saad records hat trick in first game back with Chicago Blackhawks,0
Harvey Weinstein: Wife Georgina Chapman leaves accused producer,1
Betting on CS GO With Bitcoin,0
Police shoot at actor dressed as bank robber in Indiana,1
Colin Kaepernick: From one man kneeling to a movement dividing a country,1
"E.U., Citing Amazon and Apple, Tells Nations to Collect Tax",1
Ravens @ Raiders - Wednesday,0
Fire Chief Calls Pittsburgh Steelers Coach A 'No good N*****',0
"They'll wash the blood away, but won't forget",1
Gun control debate enters country music community,1
"Military Is Waiting Longer Before Force-Feeding Hunger Strikers, Detainees Say",1
IRS Awards Multi-Million Dollar Fraud-Prevention Contract To Equifax Who Was Hacked TWICE,0
Tech and Real Estate Lift the Fortunes of China’s Richest,1
Japanese Grand Prix: Lewis Hamilton wins as Sebastian Vettel retires,1
"10/4 TRS-PNC Park Era: Reds Thump Buc 3x in Playoffs; Cole Beats Cards; Bucs Clich in '15; Syd, JR Axed;",0
"At Route 91 Harvest, these survivors watched their loved ones die",1
What is Joe Biden up to?,1
Joe Biden's happy center never existed,1
UK Supermarket Becomes World's First to Offer Cashless Checkout with Finger Vein Scan,0
"Souleye, New Age Hip Hop Rapper, Announces the Eagerly Awaited Album: WILDMAN Releasing September 22, 2017!",0
See what it's like to be a smokejumper,1
Jordan Howard has Fought His Whole Career for the Tough Yards,0
"10 Important Stories From 09/26/17 Box Scores: Montgomery’s Strong Start, Harper’s Return & More",0
Lilly's breast cancer drug fails to help lung patients,1
Virginia’s hammering of Boise State changes outlook for the season.,0
$998 to Say Hello to Dolly? That’s the Price for Some Front Row Seats,1
Alex Collins Worth a Start?,0
2017 Fantasy Football IDP Rankings - Week 5,0
Virginia Tech is right on schedule despite loss to Clemson.,0
Odell Beckham Jr. on a Nike-Powered Swing Through SoHo,1
'Hair' gets a little new styling for the age of Trump,1
Amazing F-16 Night Takeoff,0
"Israel’s Foreign Agents Don’t Register, Why Should Russia’s?",0
Rapper Nelly arrested over alleged tour bus rape,1
Senate bill to clear obstacles to self-driving cars advances,1
Chinese citizens buying opulent mansions in US,1
Puckin Hostile Shoutcast - Episode 90,0
John Green Tells a Story of Emotional Pain and Crippling Anxiety. His Own.,1
Disney's Tiffany Thornton defends remarrying two years after husband died,1
A Comprehensive Database on Chemtrails and Weather Modification Already Exists,0
North Korean Leader Hails Nuclear Arsenal as ‘Powerful Deterrent’,1
Yankees Pounce on Indians’ Errors and Send Series to Game 5,1
5 Stages of Grief - SAD!,0
Inside Broadmoor,0
Fourth ex-governor from Mexico's PRI arrested on corruption charges,1
Fantasy Football: Who to Start in Week 6,1
Trump’s Cabinet Travels In Style At The Expense Of Tax Payers,0
"MASS SHOOTING near Mandalay Bay Casino in LAS VEGAS, 50+ DEAD",0
10 Shocking Facts About Porn You Probably Didn’t Know,0
Napa businesses rally to help the community,1
"'Blade Runner 2049' review: Ryan Gosling, Harrison Ford",1
Mexico prison riot leaves 13 dead,1
Time for Tomlin to Nip the National Anthem Chaos in the Bud for the Sake of the Steelers Future,0
U.S. Treasury dashes hopes for near-term World Bank capital hike,1
10 Shocking Facts About Porn You Probably Didn’t Know,0
Atari Reveals First New Console in 24 Years: Introducing the Ataribox,0
"Embattled DA defends not prosecuting Weinstein, Trumps",1
California wildfires: Calistoga evacuated amid blazes,1
Trump Iran deal plan could open nuclear 'pandora's box',1
Beyonce lends her voice to freedom for girls campaign,1
"Ashley J Announces her New Empowering and Energetic Pop Single, “Unbreakable,” Releasing 10/6/17!",0
"Gorilla And Girl Reunite After Many Years, Their Reaction Is Breathtakingly Beautiful",0
Read Excerpts From Senator Bob Corker’s Interview With The Times,1
"NRA’s Dana Loesch Says If Guns Are Banned, So Should “Feet And Fists”",0
"New Documents Show Pentagon Is Shipping Billions Worth Of Weapons To Terrorists In Syria, Trying To Cover Its Tracks",0
"For Belfast, ‘America First’ Amounts to ‘Northern Ireland Last’",1
Disney’s Big Bet on Streaming Relies on Little-Known Tech Company,1
Hurricanes take their toll on US jobs market,1
Odell Beckham Jr: New York Giants wide receiver suffers broken ankle,1
Gov. Mike Huckabee’s Full Interview with President Trump,0
The Harebrained Scheme to Use George Clooney and Angelina Jolie as Super Spies,0
How to Grow the Middle Class,0
Mysterious Towers Pop Up In NYC,0
Why See a Specialist?,1
Prince Harry catches child 'swiping' his popcorn,1
Tuesday Morning Briefing,1
Hundreds Injured As Police Shut Down Catalan Vote,0
America Needs a New News Source,0
Foreman fatally shot at New York City construction site,1
Russian soldiers face ban on selfies and blog posts,1
"Antonio Pappano, a Conductor of the Old School, Makes His Carnegie Debut",1
Sec of Health and Human Services Tom Price resigns,0
Data-center provider Switch surges in debut,1
Ivanka Trump rebrands -- again,1
2017 Fantasy Football IDP Rankings - Week 4,0
Yiannopoulos And Spencer Kicked Out Of Bar For Making The Nazi Salute,0
Macron determined to engage Germany in debate on Europe reforms,1
2018 Projection: Can The Reds’ Luis Castillo Emerge As A Top 40 Starting Pitcher?,0
Toronto Wolfpack owner Eric Perez plans to launch two more American sides,1
Judge's Topps Now Card Sold Better Than Expected!,0
"9/29 From the 50s Forward: HBD Ken, Teke Takes Two, ALou #2, Browns, 6-In-A-Row, Cutch Walks It Off, Giants Finale",0
Tokyo Governor Koike: No need for big change in monetary policy,1
"UK stuck in slow growth gear, BoE on course to raise rates",1
The Last Jedi trailer: Four big questions we want the answers to,1
100 Women: Five things I learned as a woman in Silicon Valley,1
Bump Stocks Used By Las Vegas Shooter Lauded By NRA And Politicians,0
"Catalonia, Turkey, Harvey Weinstein: Your Monday Briefing",1
"Alternative Social Network Gab Faces Domain Seizure For Violating ""Anti-Discrimination Laws""",0
Highlands mother who allowed snake to bite baby now facing potential charge,0
How Europe’s Last Dictatorship Became a Tech Hub,1
"Bipartisan Congress Put Jeff Sessions in His Place, Shut Down His Expansion of Civil Asset Forfeiture",0
"White tiger, dark horse: North Korean art market heats up",1
The Pharmaceutical Menace Promoted As Prophylactic Medicine,0
JetNation FanDuel League; Week 5,0
"10/6 Post-Season: WS: Beat Boston,Lose Two To NY; Playoff Split",0
"Australia Successfully Reformed Gun Laws, Why Can’t The US?",0
Trump’s Argument Against Immigrants: We’ve Heard It Before,1
Kevin Mawae to be Inducted into Ring of Honor,0
X22Report Is The Cabal Getting Ready For Another Event? – Episode 1393b,0
FEMA Website Mysteriously Scrubs Statistics On Puerto Rico’s Resources,0
Trump Tells 3.5 Million American Hurricane Victims: You're Responsible,0
The 2017 White Sox Season Provided More Positives than Negatives,0
Aung San Suu Kyi Stripped Of Oxford Honor Amid Ethnic Cleansing Claims,0
Jets add Pair of Free Agent Defenders to Front Seven; Donahue to IR,0
"After Las Vegas Massacre, 'Bump Stock' Flies Off Shelves At Gun Shops",0
E.U. Said to Order Luxembourg to Collect Back Taxes From Amazon,1
Japanese Journalist Died After Working 159 Hours Of Overtime,0
Suspected ISIS Members Surrender in Iraq,1
What a shot! 30 amazing sports photos,1
Las Vegas Shooting Makes Country Guitarist Change His Mind On Guns,0
Ravens Won’t Back Down,0
Catalonia’s Push for Independence Has an Unlikely Symbol: Tractors,1
Melania Trump hits back at Ivana 'first lady' jibe,1
"California Doubles Down on Stupidity, Is Now A Sanctuary State",0
Freedom Exists Under Natural Law,0
Bounce Back or Bust: Will Albert Pujols Be A Viable Option In 2018?,0
Amazing F-16 Night Takeoff,0
Ravens Again Abandon Running Game,0
#notdoneyet,0
Eurofighter crashing at sea during air show in Italy,0
Brazil's Meirelles has hired media team ahead of 2018 election: sources,1
Brazil prosecutors charge Batista brothers with insider trading,1
Tom Petty's daughter angered over death report,1
Trump is making it harder for immigrants to start businesses,1
"Women Are Playing Today, and Leading Tomorrow",1
Golf: Steele rallies to defend Safeway title,1
Ravens vs. Steelers - Friday/Game Status,0
"9/29 From the 50s Forward: HBD Ken, Teke Takes Two, ALou #2, Browns, 6-In-A-Row, Cutch Walks It Off, Giants Finale",0
Rams Upset Cowboys on the Road,0
Thirteen Chinese fishermen die as boat collides with oil tanker in Japan waters: state media,1
"Streep, Judi Dench slam Weinstein over sexual harassment claims",1
"Foiled in Congress, Trump Moves on His Own to Undermine Obamacare",1
4chan Las Vegas Shooter Prophecy and Shooter a Crisis Actor at Sandy Hook? (Video),0
New Ghost Gun Update Allows 3D Printing of Untraceable Handgun,0
Refugees - and forests - benefit as Kenya's herders torch an invader,1
"Australia Successfully Reformed Gun Laws, Why Can’t The US?",0
Artificial Intelligence - The Innovators and Disruptors for next generation digital transformation,1
Kenya vote in balance as crisis deepens after Odinga quits,1
Mike Freeman's 10-Point Stance: Put a Fork in the Giants; They're Done,1
"9/30 TRS-PNC Era: 3,000 For Roberto, '79 Clincher, HBD Bryan, Cover Boy Scoops, Game Stories",0
Miley Cyrus tears up thanking Hillary Clinton,1
Claudia Fragapane wins World Gymnastics bronze in Montreal,1
Smart Billboards Target Individual Motorists and Spy on License Plates and Cellphones,0
"Saturday: Two To Go - Jamo v Max Scherzer, Lineup, Notes",0
Pence exits NFL game after players kneel during anthem,1
The Self-Driving Vehicle Future Will Be The End of Privacy,0
"Cutch Rocks, Bucs Roll 10-1",0
Ravens @ Raiders - Wednesday,0
SNL: Michael Che Calls Trump “You B*tch” Over Puerto Rico Response,0
"Trump says he wants nuclear arsenal in 'tip-top shape,' denies desire to increase stockpile",1
Is Roy Moore Proof That The GOP Is More Extremist Than Ever?,0
2017 Fantasy Football Team Defense Rankings - Week 5,0
"Tunisian navy rescues 100 migrants, hours after eight drown",1
Conway's double standard on Trump's tweets,1
Kids & Fitness....Get the Kids Off the Couch & Have Some Fun!,0
Phil Robertson and Steve Bannon appear at Roy Moore Rally [Live Stream],0
"10/6: HBD Eddie, Tom, Gene, Jeff, Joel & Radhames; Chiefs Triples; 20 For Smiley, More",0
Ravens @ Raiders - Wednesday,0
Colbert: Dinosaurs knew better than Weinstein,1
Trump NFL row: Mike Pence walks out of game after players kneel,1
US Seeks to Monopolize Cyberwarfare,0
"Waiver Worthy: RB Edition: Latavius Murray, Wayne Gallman Among Must Add Options",0
Columbus day 2017: Trump's praise of Columbus omits dark history,0
The Young White Sox: Looking At Yoan Moncada & Others Getting An Opportunity,0
Quick Hit: Will Mitch Trubisky Be Worth Owning In 2018?,0
"Young Dread, One of the Most Followed Artists, Has Released His New Album",0
Crisis Mode,0
2017 Fantasy Football Tight End Rankings - Week 5,0
Deadly 'supercell' storm scatters ships in South Africa,1
The Hand Has Its Social Media Moment,1
"Food Truck Giving Free Food to Hurricane Workers, Kicked Out of Town for Not Having a Permit",0
Guilty,0
Trump On Gun Violence: ‘We’re Not Going To Talk About That’,0
"Weakening Nate brings rain, tornado warnings to U.S. South",1
Adirondacks historic lodges: Rough it like millionaires,1
"Journalist Uncovers White Helmets Used Another ""Victim"" For Stage Prop Before Switching Him For ""Little Omran""",0
which teams have already qualified?,1
"Girls go along with sex acts, says teacher",1
Missing Link Music Signs Jazz Icon Najee,0
European Champions Cup: Wasps schedule defended by organisers EPCR,1
CSX customers demand end to shipping bottlenecks as CEO apologizes,1
Flash Sale - Pre-Order The Rotoprofessor 2018 Fantasy Baseball Draft Guide For $5.75!,0
People Want A Reality Show Where Flat Earthers Look For The Edge Of Earth,0
Brazil's Meirelles has hired media team ahead of 2018 election: sources,1
Delusional Trump Thinks He Invented The Term ‘Fake’,0
The NRA Is Responsible For Mass Shooting Epidemic In America,0
"Hit by a drunken driver at 17, she gives other amputees hope",1
"U.S. Helicopter Crashes on Okinawa, Adding to Safety Concerns",1
CBS reporter: I didn't talk to Kaepernick about kneeling,1
Man stole truck to drive victims to hospital,1
"Employers Can Now Refuse to Pay for Birth Control, Thanks To Trump",0
'Earth Must be Warned!' - French Astronaut's Chilling Warning Resurfaced This Week,0
Sheriff Won’t Charge The Teens Who Talked About Lynching A Student,0
Trump Bemoans ‘Little Appreciation’ As San Juan Mayor Begs For Water,0
Dirty Gold War,0
Trump Isn't Rushing To Save Puerto Ricans Because They Aren't White,0
"Rose McGowan, one of Harvey Weinstein's accusers, has account limited by Twitter",1
Teacher Sparks Outrage By Asking Kids To Make Nazi Mascots,0
UK Supermarket Becomes World's First to Offer Cashless Checkout with Finger Vein Scan,0
"Climate change could nearly triple airplane turbulence in the next decades, study says",1
Oops: California’s Sanctuary State Status brings Unintended Consequences from ICE,0
The Plan to Beat Pittsburgh,0
Miley Cyrus tears up thanking Hillary Clinton,1
How Economics and Voluntaryism Informed Roger Ver on Bitcoin,0
"OPEC secretary general sees clear signs of oil rebalancing, upbeat on demand",1
Newly Passed Law Will Jail Parents if Their Kids are Caught Bullying,0
Department of Homeland Security is Collecting Social Media Data on All Immigrants,0
"Donna Karan defends Weinstein, suggests women 'asking for it'",1
FSU Opponent Preview: Wake Forest,0
Buy ‘Em or Deny ‘Em: Is Delino Deshields Anything More Than A One Trick Pony?,0
Ravens vs. Steelers - Thursday,0
Japanese Journalist Died After Working 159 Hours Of Overtime,0
Blade Runner 2049 disappoints at US box office,1
Kushner’s Lawyer Is So Smart He Emailed A Senate Letter To A Prankster,0
Social Casino: Opportunities and Challenges,0
In The Shadow Of Feeling,0
Trump’s Cuts to Health Law Enrollment Efforts Are Hitting Hard,1
64 YO Stephen Paddock Identified As The Gunman Behind LV Mass Shooting,0
"Song dynasty bowl shatters world record for Chinese ceramics, fetches $37.7 million in HK sale",1
How NBC gave up Ronan Farrow's explosive Harvey Weinstein scoop,1
Chinese watchdog says 1.34 million officials punished for graft since 2013,1
Steelers WR Antonio Brown Spends Most of His Friday Media Session Praising Ben Roethlisberger,0
Jason Aldean cancels weekend shows,1
"Jackie Chan in ""The Foreigner"": CNN Movie Pass",1
New Star Wars 8 Trailer to be Unveiled During … Monday Night Football [Facepalm],0
"10 Important Stories From 09/25/17 Box Scores: Haniger’s Big Night, Judge Makes History & More",0
This High School Is Threatening To Ban Players Who Kneel During Anthem,0
"Psoriasis, Eczema, Dermatitis",1
Noah Irvine: A teen's campaign to prevent suicides,1
Ivana Trump: I told Donald to keep tweeting,1
Teen Suspended For Sitting During Pledge Of Allegiance,0
"White tiger, dark horse: North Korean art market heats up",1
San Juan Mayor that Criticized Relief Efforts Doesn’t Show Up for FEMA Planning Sessions,0
"10/5 Expo Park-Forbes Field: Bucs Win '60 Opener, Lose '27; Pud's 300; HBD Claude, Felix & Sarge; Grays Win WS",0
"On SNL, Alec Baldwin’s Trump Calls San Juan Mayor “Nasty Woman”",0
UN Security Council Resolution 2375 on North Korea,0
"Trump Administration Proposes Historic Low Refugee Cap Of 45,000",0
"From Tipper to Trump, Eminem is no stranger to political criticism",1
Tampa school fire blamed on Irma flooding,1
Polish Catholics Gather at Border for Vast Rosary Prayer Event,1
Morning news briefing from CNN,1
New Biologic Drugs Target the Root of Asthma,1
14 times Trump bragged about his intelligence,1
"Tunisian migrant, navy boats collide; eight bodies found",1
NLDS: Kyle Hendricks to start Game 1 vs. Nationals,0
Secretary Tom Price’s Resignation Letter [Full Text],0
"The ""FREE"" Press Is NOT Free To Tell The Facts About Vaccines",0
"10/3 Happenings: HBD Cap, Johnny, Dog, Tomato, Ismael, Wil & Alex; Frankie & Gene Hired; Clarke Retires",0
#notdoneyet,0
"After White House Issues Demands, Hopes for an Immigration Deal Dim",1
Erdogan must stop picking fights with Turkey's friends,1
Vendange Carmel Inn and Suites Announces New Wine-Themed Room in Partnership With Award-Winning Soledad-Based Carmel Road Winery,0
Public Version Of Crude Trump-Howard Stern Interviews Hit By DCMA,0
HORRIFYING! Raining Spiders In Brazil,0
Robert Plant Announces New Tour and Releases New Single [video],0
Mattis looking to see if changes need to be made after Niger ambush,1
Ben Stokes and Alex Hales set for England central contracts,1
George Michael regretted going to war with Sony,1
Annihilation [Teaser Trailer],0
What a shot! 23 amazing sports photos,1
Freedom Exists Under Natural Law,0
The Cubs’ Secret to Success? Group Hugs,1
Astronomers Think They Might Have Spotted A New Dwarf Planet In Our Solar System,0
"9/25 Games: Hans Has His Days, Crowd: 23, Big Poison's Mark, Game Stories...",0
U.S. special counsel's investigators met author of 'Trump dossier': source,1
BET Hip Hop Awards 2017: The winners list,1
The Juice Reportedly Seeks Bunny Ranch Romp with Hooker Resembling Murdered Ex-Wife,0
Vatican Kidnaps Teenage Girl Leaked Letter Says,0
"Soccer: From ridiculous to sublime, Tite turns Brazil around",1
Her body was attacking her brain,1
Madagascar Plague Kills 20 Amid Unusually Rapid Rise In Cases,0
Rugby World Cup 2023: A bugger's muddle,0
Jason Aldean opens 'SNL' with Vegas tribute,1
US Navy officers lose jobs after fatal collision,1
Aung San Suu Kyi Stripped Of Oxford Honor Amid Ethnic Cleansing Claims,0
Where Is The Relief Money For Texas Hurricane Victims? Please Share!,0
South Africa's Durban Port remains closed after severe storm,1
Las Vegas Shooter Brought More Than 10 Suitcases Into The Hotel,0
How the Massive Equifax Data Breach Happened,0
"In Nigeria and Cameroon, Secessionist Movements Gain Momentum",1
Chinese Police Orders Uyghur Muslims To Hand In The Holy Quran,0
ESPN needs a lesson in racial awareness,1
Hill Russia investigators: Panel still searching for 'any hint of collusion',1
Data-center provider Switch surges in debut,1
Invisible?,0
"China says EU, U.S. trade moves lack awareness of WTO rules",1
Turkey's Erdogan blames U.S. envoy for diplomatic crisis,1
"Strasburg Stifles Cubs, and Controversy, as Nationals Even Series",1
"In Hong Kong, It’s the Fans Who Protest During the National Anthem",1
Walmex says same store sales rise 10.2 percent in September,1
Puerto Rico is far from OK (Opinion),1
How do hurricane recovery efforts compare?,1
18-Year-Old Reportedly Raped After Arrest By On-Duty NYPD Officers,0
FEMA Website Mysteriously Scrubs Statistics On Puerto Rico’s Resources,0
Trump’s Kids Allegedly Used Political Clout To Get Fraud Case Dropped,0
Electric honeycomb: Pakistani teen in scientific first,1
Adding Words To Syrian Witness' Statement To Fit Western Narrative,0
Shock Report: One Third of US Government Satanic Pedophiles,0
NC State turning into a really solid team after win over Louisville.,0
Mexico ex-first lady leaves opposition party for presidency bid,1
A Black Eye in The Black Hole,0
Eight birdie Smith upstages quality field at CIMB Classic,1
Iran foreign minister tells lawmakers of plans to respond to Trump moves,1
Tournament Time,0
Review: ‘Tom of Finland’ Is a Portrait of a Boundary-Pushing Artist,1
Trump Derangement Syndrome on The Vegas Shooting,0
"10/6: HBD Eddie, Tom, Gene, Jeff, Joel & Radhames; Chiefs Triples; 20 For Smiley, More",0
SNL: Michael Che Calls Trump “You B*tch” Over Puerto Rico Response,0
"U.S. bombs dropped in Afghanistan at highest since 2010, under new Trump strategy",1
Analysts raise EU carbon price forecasts on expectations of market reform: survey,1
Indian PM Modi targets more energy reforms after meeting oil chiefs,1
"Oregon, Texas capitol, several other cities to replace Columbus Day",0
Special Report: Brazil's gringo problem: its borders,1
IRS Still Going After Obama’s Political Foes as Agency Assisting Mueller to GET TRUMP,0
"10/2 Happenings: HBD Ernie,Honest Eddie, Rex, Maury, Big Red & Marino; Lamont Axed, Bucs Sold & More",0
Undocumented immigrants: Will US kick out these loyal recruits?,1
Weinstein Co board ousts Harvey Weinstein after harassment allegations,1
Newly Passed Law Will Jail Parents if Their Kids are Caught Bullying,0
A Game to Help Students Pay the Right Price for College,1
"Austin, Texas: We could create versus compete",1
Bristol Bay: EPA plan 'inconsistent with basic logic',1
Climb On Board And 'HITCHER' Ride As PSYRUS Take You On A Journey Into Sound,0
"Vegas Shooter Filmed Himself During Slaughter, May Have Left A Note; Suicide Photo Emerges",0
